model_id_1,model_id_2,same_lineage,same_architecture,same_family,different_architecture,hard_negative
A002,B2_023,False,False,True,True,False
A002,B2_024,False,False,True,True,False
A002,B2_025,False,False,True,True,False
A002,B2_026,False,False,True,True,False
A002,B2_027,False,False,True,True,False
A002,B2_028,False,False,True,True,False
A002,B2_029,False,False,True,True,False
A002,B2_030,False,False,True,True,False
A002,C001,False,False,False,True,False
A002,C002,False,False,False,True,False
A002,C003,False,False,False,True,False
A002,C004,False,False,False,True,False
A002,C005,True,True,True,False,False
A002,C006,True,True,True,False,False
A002,C007,True,True,True,False,False
A002,C008,True,True,True,False,False
A002,C009,False,False,True,True,False
A002,C010,False,False,True,True,False
A002,C011,False,False,True,True,False
A002,C012,False,False,True,True,False
A002,C013,False,False,True,True,False
A002,C014,False,False,True,True,False
A002,C015,False,False,True,True,False
A002,C016,False,False,True,True,False
A002,C017,False,False,False,True,False
A002,C018,False,False,False,True,False
A002,C019,False,False,False,True,False
A002,C020,False,False,False,True,False
A002,C021,False,False,False,True,False
A002,C022,False,False,False,True,False
A002,C023,False,False,False,True,False
A002,C024,False,False,False,True,False
A002,C025,False,False,False,True,False
A002,C026,False,False,False,True,False
A002,C027,False,False,False,True,False
A002,C028,False,False,False,True,False
A002,C029,False,False,False,True,False
A002,C030,False,False,False,True,False
A002,C031,False,False,False,True,False
A002,C032,False,False,False,True,False
A002,C033,False,False,False,True,False
A002,C034,False,False,False,True,False
A002,C035,False,False,False,True,False
A002,C036,False,False,False,True,False
A002,C037,False,False,False,True,False
A002,C038,False,False,False,True,False
A002,C039,False,False,False,True,False
A002,C040,False,False,False,True,False
A002,C041,False,False,False,True,False
A002,C042,False,False,False,True,False
A002,C043,False,False,False,True,False
A002,C044,False,False,False,True,False
A002,C045,False,False,False,True,False
A002,C046,False,False,False,True,False
A002,C047,False,False,False,True,False
A002,C048,False,False,False,True,False
A002,C049,False,False,False,True,False
A002,C050,False,False,False,True,False
A002,C051,False,False,False,True,False
A002,C052,False,False,False,True,False
A002,C053,False,False,False,True,False
A002,C054,False,False,False,True,False
A002,C055,False,False,False,True,False
A002,C056,False,False,False,True,False
A002,C057,False,False,False,True,False
A002,C058,False,False,False,True,False
A002,C059,False,False,False,True,False
A002,C060,False,False,False,True,False
A002,C061,False,False,False,True,False
A002,C062,False,False,False,True,False
A002,C063,False,False,False,True,False
A002,C064,False,False,False,True,False
A002,C065,False,False,False,True,False
A002,C066,False,False,False,True,False
A002,C067,False,False,False,True,False
A002,C068,False,False,False,True,False
A002,C069,False,False,False,True,False
A002,C070,False,False,False,True,False
A002,C071,False,False,False,True,False
A002,C072,False,False,False,True,False
A002,C073,False,False,False,True,False
A002,C074,False,False,False,True,False
A002,C075,False,False,False,True,False
A002,C076,False,False,False,True,False
A002,C077,False,False,False,True,False
A002,C078,False,False,False,True,False
A002,C079,False,False,False,True,False
A002,C080,False,False,False,True,False
A002,C081,False,False,False,True,False
A002,C082,False,False,False,True,False
A002,C083,False,False,False,True,False
A002,C084,False,False,False,True,False
A002,C085,False,False,False,True,False
A002,C086,False,False,False,True,False
A002,C087,False,False,False,True,False
A002,C088,False,False,False,True,False
A002,C089,False,False,False,True,False
A002,C090,False,False,False,True,False
A002,C091,False,False,False,True,False
A002,C092,False,False,False,True,False
A002,C093,False,False,False,True,False
A002,C094,False,False,False,True,False
A002,C095,False,False,False,True,False
A002,C096,False,False,False,True,False
A002,C097,False,False,False,True,False
A002,C098,False,False,False,True,False
A002,C099,False,False,False,True,False
A002,C100,False,False,False,True,False
A002,C101,False,False,False,True,False
A002,C102,False,False,False,True,False
A002,C103,False,False,False,True,False
A002,C104,False,False,False,True,False
A002,C105,False,False,False,True,False
A002,C106,False,False,False,True,False
A002,C107,False,False,False,True,False
A002,C108,False,False,False,True,False
A002,C109,False,False,False,True,False
A002,C110,False,False,False,True,False
A002,C111,False,False,False,True,False
A002,C112,False,False,False,True,False
A002,C113,False,False,False,True,False
A002,C114,False,False,False,True,False
A002,C115,False,False,False,True,False
A002,C116,False,False,False,True,False
A002,C117,False,False,False,True,False
A002,C118,False,False,False,True,False
A002,C119,False,False,False,True,False
A002,C120,False,False,False,True,False
A003,A004,False,False,True,True,False
A003,A005,False,False,False,True,False
A003,A006,False,False,False,True,False
A003,A007,False,False,False,True,False
A003,A008,False,False,False,True,False
A003,A009,False,False,False,True,False
A003,A010,False,False,False,True,False
A003,A011,False,False,False,True,False
A003,A012,False,False,False,True,False
A003,A013,False,False,False,True,False
A003,A014,False,False,False,True,False
A003,A015,False,False,False,True,False
A003,A016,False,False,False,True,False
A003,A017,False,False,False,True,False
A003,A018,False,False,False,True,False
A003,A019,False,False,False,True,False
A003,A020,False,False,False,True,False
A003,A021,False,False,False,True,False
A003,A022,False,False,False,True,False
A003,A023,False,False,False,True,False
A003,A024,False,False,False,True,False
A003,A025,False,False,False,True,False
A003,A026,False,False,False,True,False
A003,A027,False,False,False,True,False
A003,A028,False,False,False,True,False
A003,A029,False,False,False,True,False
A003,A030,False,False,False,True,False
A003,B001,False,False,True,True,False
A003,B002,False,False,True,True,False
A003,B003,False,False,True,True,False
A003,B004,False,False,True,True,False
A003,B005,False,False,True,True,False
A003,B006,False,False,True,True,False
A003,B007,False,False,True,True,False
A003,B008,False,False,True,True,False
A003,B009,False,False,True,True,False
A003,B010,False,False,True,True,False
A003,B011,False,False,True,True,False
A003,B012,False,False,True,True,False
A003,B013,False,False,True,True,False
A003,B014,False,False,True,True,False
A003,B015,False,False,True,True,False
A003,B016,False,False,True,True,False
A003,B017,False,False,True,True,False
A003,B018,False,False,True,True,False
A003,B019,False,False,True,True,False
A003,B020,False,False,True,True,False
A003,B021,False,False,True,True,False
A003,B022,False,False,True,True,False
A003,B023,False,False,True,True,False
A003,B024,False,False,True,True,False
A003,B025,False,False,True,True,False
A003,B026,False,False,True,True,False
A003,B027,False,False,True,True,False
A003,B028,False,False,True,True,False
A003,B029,False,False,True,True,False
A003,B030,False,False,True,True,False
A003,B2_001,False,False,True,True,False
A003,B2_002,False,False,True,True,False
A003,B2_003,False,False,True,True,False
A003,B2_004,False,False,True,True,False
A003,B2_005,False,False,True,True,False
A003,B2_006,False,False,True,True,False
A003,B2_007,False,False,True,True,False
A003,B2_008,False,False,True,True,False
A003,B2_009,False,False,True,True,False
A003,B2_010,False,False,True,True,False
A003,B2_011,False,False,True,True,False
A003,B2_012,False,False,True,True,False
A003,B2_013,False,False,True,True,False
A003,B2_014,False,False,True,True,False
A003,B2_015,False,False,True,True,False
A003,B2_016,False,False,True,True,False
A003,B2_017,False,False,True,True,False
A003,B2_018,False,False,True,True,False
A003,B2_019,False,False,True,True,False
A003,B2_020,False,False,True,True,False
A003,B2_021,False,False,True,True,False
A003,B2_022,False,False,True,True,False
A003,B2_023,False,False,True,True,False
A003,B2_024,False,False,True,True,False
A003,B2_025,False,False,True,True,False
A003,B2_026,False,False,True,True,False
A003,B2_027,False,False,True,True,False
A003,B2_028,False,False,True,True,False
A003,B2_029,False,False,True,True,False
A003,B2_030,False,False,True,True,False
A003,C001,False,False,False,True,False
A003,C002,False,False,False,True,False
A003,C003,False,False,False,True,False
A003,C004,False,False,False,True,False
A003,C005,False,False,True,True,False
A003,C006,False,False,True,True,False
A003,C007,False,False,True,True,False
A003,C008,False,False,True,True,False
A003,C009,True,True,True,False,False
A003,C010,True,True,True,False,False
A003,C011,True,True,True,False,False
A003,C012,True,True,True,False,False
A003,C013,False,False,True,True,False
A003,C014,False,False,True,True,False
A003,C015,False,False,True,True,False
A003,C016,False,False,True,True,False
A003,C017,False,False,False,True,False
A003,C018,False,False,False,True,False
A003,C019,False,False,False,True,False
A003,C020,False,False,False,True,False
A003,C021,False,False,False,True,False
A003,C022,False,False,False,True,False
A003,C023,False,False,False,True,False
A003,C024,False,False,False,True,False
A003,C025,False,False,False,True,False
A003,C026,False,False,False,True,False
A003,C027,False,False,False,True,False
A003,C028,False,False,False,True,False
A003,C029,False,False,False,True,False
A003,C030,False,False,False,True,False
A003,C031,False,False,False,True,False
A003,C032,False,False,False,True,False
A003,C033,False,False,False,True,False
A003,C034,False,False,False,True,False
A003,C035,False,False,False,True,False
A003,C036,False,False,False,True,False
A003,C037,False,False,False,True,False
A003,C038,False,False,False,True,False
A003,C039,False,False,False,True,False
A003,C040,False,False,False,True,False
A003,C041,False,False,False,True,False
A003,C042,False,False,False,True,False
A003,C043,False,False,False,True,False
A003,C044,False,False,False,True,False
A003,C045,False,False,False,True,False
A003,C046,False,False,False,True,False
A003,C047,False,False,False,True,False
A003,C048,False,False,False,True,False
A003,C049,False,False,False,True,False
A003,C050,False,False,False,True,False
A003,C051,False,False,False,True,False
A003,C052,False,False,False,True,False
A003,C053,False,False,False,True,False
A003,C054,False,False,False,True,False
A003,C055,False,False,False,True,False
A003,C056,False,False,False,True,False
A003,C057,False,False,False,True,False
A003,C058,False,False,False,True,False
A003,C059,False,False,False,True,False
A003,C060,False,False,False,True,False
A003,C061,False,False,False,True,False
A003,C062,False,False,False,True,False
A003,C063,False,False,False,True,False
A003,C064,False,False,False,True,False
A003,C065,False,False,False,True,False
A003,C066,False,False,False,True,False
A003,C067,False,False,False,True,False
A003,C068,False,False,False,True,False
A003,C069,False,False,False,True,False
A003,C070,False,False,False,True,False
A003,C071,False,False,False,True,False
A003,C072,False,False,False,True,False
A003,C073,False,False,False,True,False
A003,C074,False,False,False,True,False
A003,C075,False,False,False,True,False
A003,C076,False,False,False,True,False
A003,C077,False,False,False,True,False
A003,C078,False,False,False,True,False
A003,C079,False,False,False,True,False
A003,C080,False,False,False,True,False
A003,C081,False,False,False,True,False
A003,C082,False,False,False,True,False
A003,C083,False,False,False,True,False
A003,C084,False,False,False,True,False
A003,C085,False,False,False,True,False
A003,C086,False,False,False,True,False
A003,C087,False,False,False,True,False
A003,C088,False,False,False,True,False
A003,C089,False,False,False,True,False
A003,C090,False,False,False,True,False
A003,C091,False,False,False,True,False
A003,C092,False,False,False,True,False
A003,C093,False,False,False,True,False
A003,C094,False,False,False,True,False
A003,C095,False,False,False,True,False
A003,C096,False,False,False,True,False
A003,C097,False,False,False,True,False
A003,C098,False,False,False,True,False
A003,C099,False,False,False,True,False
A003,C100,False,False,False,True,False
A003,C101,False,False,False,True,False
A003,C102,False,False,False,True,False
A003,C103,False,False,False,True,False
A003,C104,False,False,False,True,False
A003,C105,False,False,False,True,False
A003,C106,False,False,False,True,False
A003,C107,False,False,False,True,False
A003,C108,False,False,False,True,False
A003,C109,False,False,False,True,False
A003,C110,False,False,False,True,False
A003,C111,False,False,False,True,False
A003,C112,False,False,False,True,False
A003,C113,False,False,False,True,False
A003,C114,False,False,False,True,False
A003,C115,False,False,False,True,False
A003,C116,False,False,False,True,False
A003,C117,False,False,False,True,False
A003,C118,False,False,False,True,False
A003,C119,False,False,False,True,False
A003,C120,False,False,False,True,False
A004,A005,False,False,False,True,False
A004,A006,False,False,False,True,False
A004,A007,False,False,False,True,False
A004,A008,False,False,False,True,False
A004,A009,False,False,False,True,False
A004,A010,False,False,False,True,False
A004,A011,False,False,False,True,False
A004,A012,False,False,False,True,False
A004,A013,False,False,False,True,False
A004,A014,False,False,False,True,False
A004,A015,False,False,False,True,False
A004,A016,False,False,False,True,False
A004,A017,False,False,False,True,False
A004,A018,False,False,False,True,False
A004,A019,False,False,False,True,False
A004,A020,False,False,False,True,False
A004,A021,False,False,False,True,False
A004,A022,False,False,False,True,False
A004,A023,False,False,False,True,False
A004,A024,False,False,False,True,False
A004,A025,False,False,False,True,False
A004,A026,False,False,False,True,False
A004,A027,False,False,False,True,False
A004,A028,False,False,False,True,False
A004,A029,False,False,False,True,False
A004,A030,False,False,False,True,False
A004,B001,False,False,True,True,False
A004,B002,False,False,True,True,False
A004,B003,False,False,True,True,False
A004,B004,False,False,True,True,False
A004,B005,False,False,True,True,False
A004,B006,False,False,True,True,False
A004,B007,False,False,True,True,False
A004,B008,False,False,True,True,False
A004,B009,False,False,True,True,False
A004,B010,False,False,True,True,False
A004,B011,False,False,True,True,False
A004,B012,False,False,True,True,False
A004,B013,False,False,True,True,False
A004,B014,False,False,True,True,False
A004,B015,False,False,True,True,False
A004,B016,False,False,True,True,False
A004,B017,False,False,True,True,False
A004,B018,False,False,True,True,False
A004,B019,False,False,True,True,False
A004,B020,False,False,True,True,False
A004,B021,False,False,True,True,False
A004,B022,False,False,True,True,False
A004,B023,False,False,True,True,False
A004,B024,False,False,True,True,False
A004,B025,False,False,True,True,False
A004,B026,False,False,True,True,False
A004,B027,False,False,True,True,False
A004,B028,False,False,True,True,False
A004,B029,False,False,True,True,False
A004,B030,False,False,True,True,False
A004,B2_001,False,False,True,True,False
A004,B2_002,False,False,True,True,False
A004,B2_003,False,False,True,True,False
A004,B2_004,False,False,True,True,False
A004,B2_005,False,False,True,True,False
A004,B2_006,False,False,True,True,False
A004,B2_007,False,False,True,True,False
A004,B2_008,False,False,True,True,False
A004,B2_009,False,False,True,True,False
A004,B2_010,False,False,True,True,False
A004,B2_011,False,False,True,True,False
A004,B2_012,False,False,True,True,False
A004,B2_013,False,False,True,True,False
A004,B2_014,False,False,True,True,False
A004,B2_015,False,False,True,True,False
A004,B2_016,False,False,True,True,False
A004,B2_017,False,False,True,True,False
A004,B2_018,False,False,True,True,False
A004,B2_019,False,False,True,True,False
A004,B2_020,False,False,True,True,False
A004,B2_021,False,False,True,True,False
A004,B2_022,False,False,True,True,False
A004,B2_023,False,False,True,True,False
A004,B2_024,False,False,True,True,False
A004,B2_025,False,False,True,True,False
A004,B2_026,False,False,True,True,False
A004,B2_027,False,False,True,True,False
A004,B2_028,False,False,True,True,False
A004,B2_029,False,False,True,True,False
A004,B2_030,False,False,True,True,False
A004,C001,False,False,False,True,False
A004,C002,False,False,False,True,False
A004,C003,False,False,False,True,False
A004,C004,False,False,False,True,False
A004,C005,False,False,True,True,False
A004,C006,False,False,True,True,False
A004,C007,False,False,True,True,False
A004,C008,False,False,True,True,False
A004,C009,False,False,True,True,False
A004,C010,False,False,True,True,False
A004,C011,False,False,True,True,False
A004,C012,False,False,True,True,False
A004,C013,True,True,True,False,False
A004,C014,True,True,True,False,False
A004,C015,True,True,True,False,False
A004,C016,True,True,True,False,False
A004,C017,False,False,False,True,False
A004,C018,False,False,False,True,False
A004,C019,False,False,False,True,False
A004,C020,False,False,False,True,False
A004,C021,False,False,False,True,False
A004,C022,False,False,False,True,False
A004,C023,False,False,False,True,False
A004,C024,False,False,False,True,False
A004,C025,False,False,False,True,False
A004,C026,False,False,False,True,False
A004,C027,False,False,False,True,False
A004,C028,False,False,False,True,False
A004,C029,False,False,False,True,False
A004,C030,False,False,False,True,False
A004,C031,False,False,False,True,False
A004,C032,False,False,False,True,False
A004,C033,False,False,False,True,False
A004,C034,False,False,False,True,False
A004,C035,False,False,False,True,False
A004,C036,False,False,False,True,False
A004,C037,False,False,False,True,False
A004,C038,False,False,False,True,False
A004,C039,False,False,False,True,False
A004,C040,False,False,False,True,False
A004,C041,False,False,False,True,False
A004,C042,False,False,False,True,False
A004,C043,False,False,False,True,False
A004,C044,False,False,False,True,False
A004,C045,False,False,False,True,False
A004,C046,False,False,False,True,False
A004,C047,False,False,False,True,False
A004,C048,False,False,False,True,False
A004,C049,False,False,False,True,False
A004,C050,False,False,False,True,False
A004,C051,False,False,False,True,False
A004,C052,False,False,False,True,False
A004,C053,False,False,False,True,False
A004,C054,False,False,False,True,False
A004,C055,False,False,False,True,False
A004,C056,False,False,False,True,False
A004,C057,False,False,False,True,False
A004,C058,False,False,False,True,False
A004,C059,False,False,False,True,False
A004,C060,False,False,False,True,False
A004,C061,False,False,False,True,False
A004,C062,False,False,False,True,False
A004,C063,False,False,False,True,False
A004,C064,False,False,False,True,False
A004,C065,False,False,False,True,False
A004,C066,False,False,False,True,False
A004,C067,False,False,False,True,False
A004,C068,False,False,False,True,False
A004,C069,False,False,False,True,False
A004,C070,False,False,False,True,False
A004,C071,False,False,False,True,False
A004,C072,False,False,False,True,False
A004,C073,False,False,False,True,False
A004,C074,False,False,False,True,False
A004,C075,False,False,False,True,False
A004,C076,False,False,False,True,False
A004,C077,False,False,False,True,False
A004,C078,False,False,False,True,False
A004,C079,False,False,False,True,False
A004,C080,False,False,False,True,False
A004,C081,False,False,False,True,False
A004,C082,False,False,False,True,False
A004,C083,False,False,False,True,False
A004,C084,False,False,False,True,False
A004,C085,False,False,False,True,False
A004,C086,False,False,False,True,False
A004,C087,False,False,False,True,False
A004,C088,False,False,False,True,False
A004,C089,False,False,False,True,False
A004,C090,False,False,False,True,False
A004,C091,False,False,False,True,False
A004,C092,False,False,False,True,False
A004,C093,False,False,False,True,False
A004,C094,False,False,False,True,False
A004,C095,False,False,False,True,False
A004,C096,False,False,False,True,False
A004,C097,False,False,False,True,False
A004,C098,False,False,False,True,False
A004,C099,False,False,False,True,False
A004,C100,False,False,False,True,False
A004,C101,False,False,False,True,False
A004,C102,False,False,False,True,False
A004,C103,False,False,False,True,False
A004,C104,False,False,False,True,False
A004,C105,False,False,False,True,False
A004,C106,False,False,False,True,False
A004,C107,False,False,False,True,False
A004,C108,False,False,False,True,False
A004,C109,False,False,False,True,False
A004,C110,False,False,False,True,False
A004,C111,False,False,False,True,False
A004,C112,False,False,False,True,False
A004,C113,False,False,False,True,False
A004,C114,False,False,False,True,False
A004,C115,False,False,False,True,False
A004,C116,False,False,False,True,False
A004,C117,False,False,False,True,False
A004,C118,False,False,False,True,False
A004,C119,False,False,False,True,False
A004,C120,False,False,False,True,False
A005,A006,False,False,True,True,False
A005,A007,False,False,False,True,False
A005,A008,False,False,False,True,False
A005,A009,False,False,False,True,False
A005,A010,False,False,False,True,False
A005,A011,False,False,False,True,False
A005,A012,False,False,False,True,False
A005,A013,False,False,False,True,False
A005,A014,False,False,False,True,False
A005,A015,False,False,False,True,False
A005,A016,False,False,False,True,False
A005,A017,False,False,False,True,False
A005,A018,False,False,False,True,False
A005,A019,False,False,False,True,False
A005,A020,False,False,False,True,False
A005,A021,False,False,False,True,False
A005,A022,False,False,False,True,False
A005,A023,False,False,False,True,False
A005,A024,False,False,False,True,False
A005,A025,False,False,False,True,False
A005,A026,False,False,False,True,False
A005,A027,False,False,False,True,False
A005,A028,False,False,False,True,False
A005,A029,False,False,False,True,False
A005,A030,False,False,False,True,False
